date,lat,lon,temperature_celsius,total_precip_m,snow_melt_m,large_scale_snow_melt_m,snow_runoff_m,number,expver,t2m_norm,tp_norm,smlt_norm,lblt_norm,src_norm
2025-04-09,30.9,84.09999999999977,-8.635345,7.6025724e-05,3.4816563e-05,276.8235,1.4901161e-07,0,0005,-0.97681785,-0.5200211,-0.24276422,-0.87455666,-0.52266836
2025-04-09,30.9,84.19999999999976,-8.018158,7.763505e-05,3.0957162e-05,276.88208,8.940697e-08,0,0005,-0.93670887,-0.5191139,-0.24514882,-0.8656275,-0.52326304
2025-04-09,30.9,84.29999999999976,-8.516205,6.9618225e-05,2.8643757e-05,276.90356,2.9802322e-08,0,0005,-0.96907526,-0.523633,-0.2465782,-0.86235344,-0.5238577
2025-04-09,30.9,84.39999999999975,-8.449799,4.8846006e-05,2.4817884e-05,276.9563,-2.775558e-20,0,0005,-0.96475977,-0.5353424,-0.24894208,-0.8543172,-0.5241551
2025-04-09,30.9,84.49999999999974,-6.783783,3.284216e-05,1.924485e-05,276.85864,-2.775558e-20,0,0005,-0.85649097,-0.54436386,-0.25238547,-0.86919916,-0.5241551
2025-04-09,30.9,84.59999999999974,-5.3208923,3.963709e-05,1.6976148e-05,276.8225,-2.775558e-20,0,0005,-0.7614226,-0.54053354,-0.25378725,-0.8747055,-0.5241551
2025-04-09,30.9,84.69999999999973,-5.3560486,6.133318e-05,2.5637448e-05,276.4641,2.9802322e-08,0,0005,-0.7637073,-0.5283033,-0.2484357,-0.92932224,-0.5238577
2025-04-09,30.9,84.79999999999973,-6.5083923,9.718537e-05,5.1457435e-05,276.58618,2.9802322e-08,0,0005,-0.83859426,-0.50809324,-0.23248237,-0.9107198,-0.5238577
2025-04-09,30.9,84.89999999999972,-7.158783,9.614229e-05,4.694611e-05,276.51,8.940697e-08,0,0005,-0.880861,-0.50868124,-0.23526977,-0.92232776,-0.52326304
2025-04-09,30.9,84.99999999999972,-6.658783,0.0001065433,6.411597e-05,276.47388,3.2782555e-07,0,0005,-0.84836763,-0.5028181,-0.22466107,-0.9278341,-0.5208843
