DCD,VCD,VNM,DNM,DIST,VDCMUN,VNAME_CBS,LINKID,DDVVV,CEMENT_RCC,DRINK_WATE,TOILET,INFORMATIO,TRANSPORT,SLC___EQUI,POPULATION,SEX_RATIO,POP_ABROAD,TOTAL_DEP_,CHILD_WOMA,ROAD_DEN,HEALTH_FAC,FLOOD_FREQ,HAND_DEN,RIV_DEN,FOREST_DEN
1.1560754676702436,0.11667148393973147,RAKAM,SURKHET,1.1575341736845064,0.11667148393973147,Rakam,1.190187484000785,1.163214746874949,-0.4142618531838761,0.14911407801340326,-0.40671052320312306,-0.9812794956512597,-0.6829035222710432,0.2670467195991179,-0.16109059938568704,-0.6749709931071595,-0.024330723468457854,0.377407397111345,0.4270554441028162,-0.6097594911882044,0.05720215541782416,-0.3117380841677691,1.392773776658629,0.7072000219111826,-0.2575936817701533
1.1560754676702436,0.13344343052743232,RAMGHAT,SURKHET,1.1575341736845064,0.13344343052743232,Ramghat,1.1910565511669045,1.1632633137999002,-0.28957023362720186,-0.06500475353952816,0.05683980228218833,0.15907890095299596,-0.6263215952455156,-0.5186452888781145,0.03835163891985919,-0.9216999010561786,0.1871678162965309,0.2848619261510881,-0.11971600503341016,-0.6097594911882044,0.05720215541782416,-0.3117380841677691,1.7922875414384711,0.5476792426055186,0.46969387842365135
1.1560754676702436,0.1502153771151332,RANIBAS,SURKHET,1.1575341736845064,0.1502153771151332,Ranibas,1.191925618333024,1.1633118807248515,-0.6702712170079657,-1.2959413542873743,-0.16968609719277652,-1.1192718293119257,-0.7758785197308303,-0.5812918277600199,-0.1609265843870805,-0.3512486670747592,-0.1504465194023956,1.6686962167514447,1.4630277533500142,-1.0201784935313625,0.05720215541782416,-0.3117380841677691,-0.5342926181617843,-0.9107964539034094,-0.7222496230050841
1.1560754676702436,0.16698732370283406,RATUDEVISTAN,SURKHET,1.1575341736845064,0.16698732370283406,Ratu,1.1927946854991438,1.1633604476498027,-0.6521999677968534,0.28528181420835563,1.2270217214951085,-0.05998850407593903,-0.759939948737724,-0.32809539977898483,-0.26830173680815855,0.8543982660945578,-0.33374525386538584,-0.5666806287919496,0.13942621888208176,-0.1993404888450463,0.05720215541782416,-0.3117380841677691,0.17073167262617187,0.38056223571387066,0.18685982723717182
1.1560754676702436,0.18375927029053493,SAHARE,SURKHET,1.1575341736845064,0.18375927029053493,Sahare,1.1936637526652634,1.163409014574754,-0.43112835244758074,-0.9496016774436921,0.12911811958346955,-0.31346248566748053,-0.71238987860829,-0.3724700314870013,0.24544791049371037,-0.2130104846068696,0.3602832877337995,0.1326898430285173,0.29595557945722356,-1.0201784935313625,0.05720215541782416,-0.3117380841677691,0.2882357210908312,-0.9107964539034094,-0.7222496230050841
1.1560754676702436,0.20053121687823577,SALKOT,SURKHET,1.1575341736845064,0.20053121687823577,Salkot,1.194532819831383,1.1634575814997052,-0.6594284674812984,0.020840123626854445,1.2770916172792361,-0.8447512716315559,-0.7676435913843921,-0.7431287198716092,0.105160415018921,0.19470466115285556,-0.013364132517680661,0.3817551709148475,0.6754591125524576,-0.6097594911882044,0.05720215541782416,-0.3117380841677691,-0.5107918084688524,0.3425810977839506,0.6919206329273139
1.1560754676702436,0.21730316346593664,SATAKHANI,SURKHET,1.1575341736845064,0.21730316346593664,Satakhani,1.1954018869975025,1.1635061484246565,-0.6293097187961113,0.3454719004974286,1.2920318281180485,-0.16229316523815687,-0.7325787351995581,-0.9937148753992315,0.14567211967473506,-0.12289318844109327,0.08925182566459165,-0.2735164523272422,-0.25745289354331313,-0.6097594911882044,0.05720215541782416,-0.3117380841677691,-0.3697869503112612,0.48690942191764675,0.005037937188720572
1.1560754676702436,0.23407511005363751,TARANGA,SURKHET,1.1575341736845064,0.23407511005363751,Taranga,1.196270954163622,1.1635547153496077,-0.6582237175338909,-2.9116998181948675,-0.4103446285422936,-0.9108192191799649,-0.7732220912319793,-1.322609204529236,-0.07460002345384106,0.6715388981465261,-0.21702939303211427,0.5047350584996191,1.138186450508034,-1.0201784935313625,0.05720215541782416,-0.3117380841677691,0.2882357210908312,0.4109471460578067,0.9747546841137935
1.1560754676702436,0.2508470566413384,TATOPANI,SURKHET,1.1575341736845064,0.2508470566413384,Tatopani,1.1971400213297416,1.163603282274559,-0.616057469374629,-2.896405615941087,-0.7878877943339018,-0.9247282607691035,-0.7758785197308303,-1.1842647644983608,-0.054644865290046,-0.2567567448815183,0.20753434234797424,2.0991258232981442,2.0279950881367106,-1.0201784935313625,0.05720215541782416,-0.3117380841677691,-0.5342926181617843,-0.9107964539034094,-0.7222496230050841
1.1560754676702436,0.26761900322903925,UTTARGANGA,SURKHET,1.1575341736845064,0.26761900322903925,Uttarganga,1.1980090884958612,1.1636518491995103,1.3356374454254891,-0.8672103298184854,1.3869223564186133,1.4848301808440612,0.4322651615466324,0.6664184049712663,0.5835921659541828,0.2629488271813076,0.04538546186148288,-0.7815848767936213,-0.4919113545477179,-0.6097594911882044,0.05720215541782416,-0.3117380841677691,-0.4872909987759206,1.3148982287899027,0.6111109040168913
